index,时间长度,码率(Mbps),端到端时延,丢包率,时延(ms),卡顿次数,卡顿总时长,每次卡顿时长,卡顿开始位置,卡顿间隔,卡顿频率,MOS得分,最终MOS值,,start,last,Row Mean,Row StdDev,Threshold Upper,Threshold Lower,Filtered Mean
122,10.00413394,4.78185,231.01,0,150,0,0,0,0,0,0,4.08125,3.85024,,439261,439503,4.08125,0.238952326,4.559154653,3.603345347,
123,10.00413394,4.72093,231.01,0,150,0,0,0,0,0,0,4.085,3.85399,,439627,439869,4.085,0.234398927,4.553797855,3.616202145,
124,9.962794543,4.83435,231.01,0,150,0,0,0,0,0,0,4,3.76899,,439992,440233,4,0.329501788,4.659003577,3.340996423,
125,10.00413394,4.94303,231.01,0,150,0,0,0,0,0,0,4.17125,3.94024,,440357,440599,4.17125,0.217875292,4.607000584,3.735499416,
126,10.08681273,4.66028,231.01,0,150,0,0,0,0,0,0,4.08625,3.85524,,440721,440965,4.08625,0.190708266,4.467666533,3.704833467,
127,10.00413394,4.81437,231.01,0,150,0,0,0,0,0,0,4.08125,3.85024,,441088,441330,4.08125,0.280226312,4.641702623,3.520797377,
128,9.921455147,4.73102,231.01,0,150,0,0,0,0,0,0,4.06625,3.83524,,441455,441695,4.06625,0.277176452,4.620602905,3.511897095,
129,10.00413394,4.78179,231.01,0,150,0,0,0,0,0,0,4.1025,3.87149,,441819,442061,4.1025,0.268421311,4.639342621,3.565657379,
130,10.00413394,4.6789,231.01,0,150,0,0,0,0,0,0,4.085714286,3.854704286,,442185,442427,4.2,0.396412484,4.992824967,3.407175033,
131,10.04547334,4.95693,209.02,0,150,0,0,0,0,0,0,4.09375,3.88473,,442549,442792,4.09375,0.290857722,4.675465443,3.512034557,
132,10.00413394,4.74284,209.02,0,150,0,0,0,0,0,0,4.12125,3.91223,,442915,443157,4.12125,0.223379082,4.568008164,3.674491836,
133,10.04547334,4.68761,209.02,0,150,0,0,0,0,0,0,4.085,3.87598,,443280,443523,4.085,0.303456281,4.691912561,3.478087439,
134,10.00413394,4.81504,209.02,0,150,0,0,0,0,0,0,4.11875,3.90973,,443645,443887,4.11875,0.295124066,4.708998132,3.528501868,
135,10.00413394,4.75955,209.02,0,150,0,0,0,0,0,0,4.09375,3.88473,,444011,444253,4.09375,0.278308026,4.650366051,3.537133949,
136,10.00413394,4.63772,209.02,0,150,0,0,0,0,0,0,4.175,3.96598,,444376,444618,4.175,0.276457178,4.727914357,3.622085643,
137,10.00413394,4.84193,209.02,0,150,0,0,0,0,0,0,4.08125,3.87223,,444742,444984,4.08125,0.311605864,4.704461727,3.458038273,
138,10.04547334,4.8935,209.02,0,150,0,0,0,0,0,0,4.06625,3.85723,,445107,445350,4.06625,0.236579041,4.539408083,3.593091917,
139,10.00413394,4.66391,209.02,0,150,0,0,0,0,0,0,4.05,3.84098,,445473,445715,4.05,0.27774603,4.60549206,3.49450794,
140,9.921455147,4.77982,209.02,0,150,0,0,0,0,0,0,4.15,3.94098,,445840,446080,4.15,0.239045722,4.628091444,3.671908556,
141,9.962794543,4.82247,211.19,0,150,0,0,0,0,0,0,4.14375,3.93256,,446205,446446,4.14375,0.315591848,4.774933695,3.512566305,
142,10.00413394,4.70989,211.19,0,150,0,0,0,0,0,0,4.10125,3.89006,,446570,446812,4.10125,0.323835827,4.748921654,3.453578346,
143,9.962794543,4.80896,211.19,0,150,0,0,0,0,0,0,4.06125,3.85006,,446937,447178,4.06125,0.284375883,4.630001766,3.492498234,
144,10.00413394,4.9507,211.19,0,150,0,0,0,0,0,0,4.14375,3.93256,,447300,447542,4.14375,0.296933735,4.73761747,3.54988253,
145,10.00413394,4.69798,211.19,0,150,0,0,0,0,0,0,4.23625,4.02506,,447665,447907,4.23625,0.268750415,4.773750831,3.698749169,
146,10.00413394,4.70344,211.19,0,150,0,0,0,0,0,0,4.0875,3.87631,,448031,448273,4.0875,0.24164614,4.570792281,3.604207719,
147,10.00413394,4.81579,211.19,0,150,0,0,0,0,0,0,4.1575,3.94631,,448396,448638,4.1575,0.21684425,4.591188499,3.723811501,
148,10.00413394,4.6623,211.19,0,150,0,0,0,0,0,0,4.13375,3.92256,,448762,449004,4.13375,0.237182118,4.608114236,3.659385764,
149,9.962794543,4.83029,211.19,0,150,0,0,0,0,0,0,4.18125,3.97006,,449127,449368,4.18125,0.238952326,4.659154653,3.703345347,
150,10.00413394,4.71699,211.19,0,150,0,0,0,0,0,0,4.13,3.91881,,449492,449734,4.13,0.259229628,4.648459256,3.611540744,
151,10.00413394,4.9258,212.09,0,150,0,0,0,0,0,0,4.03625,3.82416,,449858,450100,4.03625,0.245992886,4.528235772,3.544264228,
152,10.00413394,4.75712,212.09,0,150,0,0,0,0,0,0,4.2025,3.99041,,450223,450465,4.2025,0.240342018,4.683184036,3.721815964,
153,10.00413394,4.75939,212.09,0,150,0,0,0,0,0,0,4.195,3.98291,,450589,450831,4.195,0.296021235,4.78704247,3.60295753,
154,9.921455147,4.70262,212.09,0,150,0,0,0,0,0,0,4.14,3.92791,,450955,451195,4.14,0.24657656,4.63315312,3.64684688,
155,10.04547334,4.76678,212.09,0,150,0,0,0,0,0,0,4.1725,3.96041,,451319,451562,4.1725,0.27421316,4.72092632,3.62407368,
156,10.00413394,4.75205,212.09,0,150,0,0,0,0,0,0,4.09375,3.88166,,451685,451927,4.09375,0.270498878,4.634747755,3.552752245,
157,9.962794543,4.75936,212.09,0,150,0,0,0,0,0,0,4.08375,3.87166,,452052,452293,4.08375,0.245178506,4.574107013,3.593392987,
158,10.08681273,4.9922,212.09,0,150,0,0,0,0,0,0,4.0975,3.88541,,452415,452659,4.0975,0.27680576,4.651111519,3.543888481,
159,10.00413394,4.64018,212.09,0,150,0,0,0,0,0,0,4.175,3.96291,,452781,453023,4.175,0.237546988,4.650093976,3.699906024,
160,10.00413394,4.81188,212.09,0,150,0,0,0,0,0,0,4.18625,3.97416,,453148,453390,4.18625,0.271131887,4.728513773,3.643986227,
161,10.00413394,4.79709,211.68,0,150,0,0,0,0,0,0,4.07,3.85832,,453512,453754,4.07,0.261424668,4.592849336,3.547150664,
162,10.04547334,4.6262,211.68,0,150,0,0,0,0,0,0,4.115,3.90332,,453877,454120,4.115,0.319061123,4.753122245,3.476877755,
163,10.04547334,4.79194,211.68,0,150,0,0,0,0,0,0,4.175,3.96332,,454242,454485,4.175,0.237546988,4.650093976,3.699906024,
164,10.00413394,4.91257,211.68,0,150,0,0,0,0,0,0,4.1075,3.89582,,454608,454850,4.1075,0.321414285,4.750328571,3.464671429,
165,10.08681273,4.7545,211.68,0,150,0,0,0,0,0,0,4.21875,4.00707,,454972,455216,4.21875,0.280226312,4.779202623,3.658297377,
166,10.00413394,4.85027,211.68,0,150,0,0,0,0,0,0,4.115,3.90332,,455338,455580,4.115,0.281982776,4.678965551,3.551034449,
167,10.00413394,4.62682,211.68,0,150,0,0,0,0,0,0,4.09875,3.88707,,455704,455946,4.09875,0.263516738,4.625783477,3.571716523,
168,9.962794543,4.77373,211.68,0,150,0,0,0,0,0,0,4.075,3.86332,,456070,456311,4.075,0.301188123,4.677376247,3.472623753,
169,10.00413394,4.69326,211.68,0,150,0,0,0,0,0,0,4.16625,3.95457,,456435,456677,4.16625,0.306544683,4.779339367,3.553160633,
170,9.962794543,4.96119,211.68,0,150,0,0,0,0,0,0,4.10625,3.89457,,456801,457042,4.10625,0.298134078,4.702518156,3.509981844,
171,9.962794543,4.75266,219.55,0,150,0,0,0,0,0,0,3.94,3.72045,,457168,457409,3.94,0.276095222,4.492190443,3.387809557,
172,10.00413394,4.7056,219.55,0,150,0,0,0,0,0,0,4.04,3.82045,,457531,457773,4.04,0.315685196,4.671370392,3.408629608,
173,10.00413394,4.79467,219.55,0,150,0,0,0,0,0,0,4.1225,3.90295,,457897,458139,4.1225,0.339821382,4.802142763,3.442857237,
174,10.00413394,4.75911,219.55,0,150,0,0,0,0,0,0,4.15625,3.9367,,458262,458504,4.15625,0.322310299,4.800870597,3.511629403,
175,10.00413394,4.67162,219.55,0,150,0,0,0,0,0,0,4.10875,3.8892,,458628,458870,4.10875,0.307126661,4.723003321,3.494496679,
176,10.08681273,4.92322,219.55,0,150,0,0,0,0,0,0,4.045,3.82545,,458992,459236,4.045,0.233421752,4.511843504,3.578156496,
177,10.00413394,4.80794,219.55,0,150,0,0,0,0,0,0,4.0225,3.80295,,459358,459600,4.0225,0.28594455,4.5943891,3.4506109,
178,9.921455147,4.67712,219.55,0,150,0,0,0,0,0,0,4.17375,3.9542,,459725,459965,4.17375,0.330494759,4.834739518,3.512760482,
179,10.00413394,4.74956,219.55,0,150,0,0,0,0,0,0,0,-0.21955,,460090,460332,0,0,0,0,
180,10.00413394,4.83484,219.55,0,150,0,0,0,0,0,0,4.13125,3.9117,,460454,460696,4.13125,0.310457612,4.752165223,3.510334777,
181,10.08681273,4.66857,210.38,0,150,0,0,0,0,0,0,4.025,3.81462,,460818,461062,4.025,0.249284691,4.523569382,3.526430618,
182,10.00413394,4.82567,210.38,0,150,0,0,0,0,0,0,4.02375,3.81337,,461186,461428,4.02375,0.272969779,4.569689557,3.477810443,
183,9.962794543,4.90883,210.38,0,150,0,0,0,0,0,0,4.1625,3.95212,,461552,461793,4.1625,0.277424378,4.717348757,3.607651243,
184,10.04547334,4.85329,210.38,0,150,0,0,0,0,0,0,4.12,3.90962,,461916,462159,4.12,0.310391458,4.740782916,3.499217084,
185,10.00413394,4.66151,210.38,0,150,0,0,0,0,0,0,4.11125,3.90087,,462282,462524,4.11125,0.254975489,4.621200978,3.601299022,
186,10.04547334,4.72286,210.38,0,150,0,0,0,0,0,0,4.11,3.89962,,462647,462890,4.11,0.243603894,4.597207788,3.622792212,
187,10.00413394,4.74493,210.38,0,150,0,0,0,0,0,0,4.142857143,3.932477143,,463013,463255,9.125,14.09435044,37.31370088,-19.06370088,
188,9.962794543,4.68653,210.38,0,150,0,0,0,0,0,0,4.10375,3.89337,,463379,463620,4.10375,0.258784936,4.621319871,3.586180129,
189,9.921455147,4.81139,210.38,0,150,0,0,0,0,0,0,4.09375,3.88337,,463745,463985,4.09375,0.265165043,4.624080086,3.563419914,
190,10.00413394,4.87907,210.38,0,150,0,0,0,0,0,0,4.10875,3.89837,,464109,464351,4.10875,0.233693175,4.57613635,3.64136365,
191,10.00413394,4.71492,214.45,0,150,0,0,0,0,0,0,4.20625,3.9918,,464475,464717,4.20625,0.239698471,4.685646943,3.726853057,
192,10.04547334,4.86048,214.45,0,150,0,0,0,0,0,0,4.125,3.91055,,464839,465082,4.125,0.237546988,4.600093976,3.649906024,
193,10.00413394,4.68444,214.45,0,150,0,0,0,0,0,0,4.09875,3.8843,,465205,465447,4.09875,0.294251472,4.687252943,3.510247057,
194,10.00413394,4.73651,214.45,0,150,0,0,0,0,0,0,4.0975,3.88305,,465570,465812,4.0975,0.31900515,4.7355103,3.4594897,
195,10.00413394,4.79597,214.45,0,150,0,0,0,0,0,0,4.165,3.95055,,465936,466178,4.165,0.325269119,4.815538239,3.514461761,
196,9.962794543,4.94584,214.45,0,150,0,0,0,0,0,0,4.08875,3.8743,,466302,466543,4.08875,0.227120956,4.542991912,3.634508088,
197,9.921455147,4.74856,214.45,0,150,0,0,0,0,0,0,4.1525,3.93805,,466668,466908,4.1525,0.273169231,4.698838461,3.606161539,
198,9.962794543,4.65923,214.45,0,150,0,0,0,0,0,0,4.1025,3.88805,,467033,467274,4.1025,0.221794628,4.546089257,3.658910743,
199,9.962794543,4.75461,214.45,0,150,0,0,0,0,0,0,4.12375,3.9093,,467398,467639,4.12375,0.293643978,4.711037956,3.536462044,
200,10.00413394,4.78574,214.45,0,150,0,0,0,0,0,0,4.19,3.97555,,467764,468006,4.19,0.281221824,4.752443648,3.627556352,
