index,视频长度,码率(Mbps),端到端时延,丢包率,时延(ms),卡顿次数,卡顿总时长,每次卡顿时长,卡顿开始位置,卡顿间隔,卡顿频率,MOS得分,最终MOS值,,start,last,Row Mean,Row StdDev,Threshold Upper,Threshold Lower,Filtered Mean
101,10.00413394,4.99097,173.86,0,100,0,0,0,0,0,0,0,-0.17386,,307685,307927,0,0,0,0,
102,10.04547334,4.75296,173.86,0,100,0,0,0,0,0,0,0,-0.17386,,308051,308294,0,0,0,0,
103,9.962794543,4.68581,173.86,0,100,0,0,0,0,0,0,4.25375,4.07989,,308418,308659,4.25375,0.236579041,4.726908083,3.780591917,
104,10.00413394,4.7758,173.86,0,100,0,0,0,0,0,0,4.225,4.05114,,308781,309023,4.225,0.286605752,4.798211504,3.651788496,
105,10.00413394,4.76336,173.86,0,100,0,0,0,0,0,0,4.28875,4.11489,,309148,309390,4.28875,0.171167211,4.631084423,3.946415577,
106,10.00413394,4.74171,173.86,0,100,0,0,0,0,0,0,4.24,4.06614,,309512,309754,4.24,0.231022572,4.702045143,3.777954857,
107,10.04547334,4.89456,173.86,0,100,0,0,0,0,0,0,4.212857143,4.038997143,,309878,310121,4.14875,0.220741445,4.590232891,3.707267109,
108,10.00413394,4.79169,173.86,0,100,0,0,0,0,0,0,4.2025,4.02864,,310243,310485,4.2025,0.242707937,4.687915875,3.717084125,
109,9.921455147,4.75174,173.86,0,100,0,0,0,0,0,0,4.21,4.03614,,310612,310852,4.21,0.265545261,4.741090522,3.678909478,
110,10.00413394,4.7721,173.86,0,100,0,0,0,0,0,0,4.16125,3.98739,,310974,311216,4.16125,0.232405895,4.62606179,3.69643821,
111,10.00413394,4.71419,176.98,0,100,0,0,0,0,0,0,4.1875,4.01052,,311340,311582,4.1875,0.264237447,4.715974895,3.659025105,
112,9.962794543,4.71633,176.98,0,100,0,0,0,0,0,0,4.165,3.98802,,311705,311946,4.165,0.27583639,4.716672781,3.613327219,
113,10.00413394,4.7177,176.98,0,100,0,0,0,0,0,0,4.15,3.97302,,312071,312313,4.15,0.18516402,4.52032804,3.77967196,
114,9.962794543,5.02712,176.98,0,100,0,0,0,0,0,0,0,-0.17698,,312437,312678,0,0,0,0,
115,10.00413394,4.78436,176.98,0,100,0,0,0,0,0,0,4.21125,4.03427,,312800,313042,4.21125,0.313753201,4.838756403,3.583743597,
116,10.00413394,4.58942,176.98,0,100,0,0,0,0,0,0,4.23125,4.05427,,313166,313408,4.23125,0.268511106,4.768272213,3.694227787,
117,10.08681273,4.85406,176.98,0,100,0,0,0,0,0,0,4.26,4.08302,,313531,313775,4.26,0.185780208,4.631560416,3.888439584,
118,10.00413394,4.74021,176.98,0,100,0,0,0,0,0,0,4.17875,4.00177,,313898,314140,4.17875,0.289158261,4.757066522,3.600433478,
119,10.00413394,4.76005,176.98,0,100,0,0,0,0,0,0,3.9625,3.78552,,314263,314505,3.9625,0.266926956,4.496353913,3.428646087,
120,9.921455147,4.97483,176.98,0,100,0,0,0,0,0,0,4.19625,4.01927,,314629,314869,4.19625,0.177598061,4.551446123,3.841053877,
121,10.00413394,4.77465,165.56,0,100,0,0,0,0,0,0,4.27375,4.10819,,314994,315236,4.27375,0.219930996,4.713611991,3.833888009,
122,10.04547334,4.72998,165.56,0,100,0,0,0,0,0,0,4.1875,4.02194,,315358,315601,4.1875,0.17268882,4.53287764,3.84212236,
123,9.962794543,4.7285,165.56,0,100,0,0,0,0,0,0,4.14875,3.98319,,315725,315966,4.14875,0.245265891,4.639281781,3.658218219,
124,10.00413394,4.73509,165.56,0,100,0,0,0,0,0,0,4.1025,3.93694,,316091,316333,4.1025,0.233100224,4.568700447,3.636299553,
125,10.08681273,4.91631,165.56,0,100,0,0,0,0,0,0,4.31,4.14444,,316455,316699,4.31,0.115634893,4.541269787,4.078730213,
126,10.00413394,4.83367,165.56,0,100,0,0,0,0,0,0,4.19625,4.03069,,316821,317063,4.19625,0.185467556,4.567185112,3.825314888,
127,10.08681273,4.7881,165.56,0,100,0,0,0,0,0,0,4.17375,4.00819,,317185,317429,4.17375,0.238023858,4.649797717,3.697702283,
128,10.00413394,4.7268,165.56,0,100,0,0,0,0,0,0,4.225,4.05944,,317552,317794,4.225,0.148804762,4.522609524,3.927390476,
129,10.04547334,4.71506,165.56,0,100,0,0,0,0,0,0,4.24,4.07444,,317917,318160,4.24,0.174683387,4.589366774,3.890633226,
130,10.04547334,4.69826,165.56,0,100,0,0,0,0,0,0,4.22875,4.06319,,318283,318526,4.22875,0.223059089,4.674868178,3.782631822,
131,10.00413394,4.75708,165.5,0,100,0,0,0,0,0,0,4.22875,4.06325,,318648,318890,4.22875,0.202938238,4.634626477,3.822873523,
132,10.00413394,4.80577,165.5,0,100,0,0,0,0,0,0,4.2375,4.072,,319013,319255,4.2375,0.238671921,4.714843841,3.760156159,
133,10.04547334,4.90571,165.5,0,100,0,0,0,0,0,0,4.17125,4.00575,,319378,319621,4.17125,0.239131613,4.649513227,3.692986773,
134,10.00413394,4.72855,165.5,0,100,0,0,0,0,0,0,4.24,4.0745,,319745,319987,4.24,0.223478986,4.686957972,3.793042028,
135,10.04547334,4.81584,165.5,0,100,0,0,0,0,0,0,4.23125,4.06575,,320109,320352,4.23125,0.190745717,4.612741434,3.849758566,
136,9.962794543,4.7154,165.5,0,100,0,0,0,0,0,0,4.25875,4.09325,,320476,320717,4.25875,0.24590576,4.75056152,3.76693848,
137,10.04547334,4.75666,165.5,0,100,0,0,0,0,0,0,4.19375,4.02825,,320839,321082,4.19375,0.295728519,4.785207039,3.602292961,
138,9.962794543,4.75584,165.5,0,100,0,0,0,0,0,0,4.2375,4.072,,321206,321447,4.2375,0.213390989,4.664281978,3.810718022,
139,10.00413394,4.90275,165.5,0,100,0,0,0,0,0,0,4.20375,4.03825,,321572,321814,4.20375,0.223219143,4.650188286,3.757311714,
140,10.04547334,4.69632,165.5,0,100,0,0,0,0,0,0,4.3125,4.147,,321936,322179,4.3125,0.135620268,4.583740536,4.041259464,
141,9.921455147,4.81739,171.04,0,100,0,0,0,0,0,0,4.1975,4.02646,,322303,322543,4.1975,0.234322732,4.666145465,3.728854535,
142,9.962794543,4.7053,171.04,0,100,0,0,0,0,0,0,4.20625,4.03521,,322668,322909,4.20625,0.239698471,4.685646943,3.726853057,
143,10.00413394,4.82214,171.04,0,100,0,0,0,0,0,0,4.15,3.97896,,323033,323275,4.15,0.192724822,4.535449645,3.764550355,
144,10.04547334,4.78299,171.04,0,100,0,0,0,0,0,0,4.24125,4.07021,,323397,323640,4.24125,0.179398798,4.600047595,3.882452405,
145,9.962794543,4.92664,171.04,0,100,0,0,0,0,0,0,4.3775,4.20646,,323764,324005,4.3775,0.186834533,4.751169067,4.003830933,
146,9.962794543,4.82973,171.04,0,100,0,0,0,0,0,0,4.2265,4.05546,,324129,324370,4.2265,0.247768902,4.722037803,3.730962197,
147,10.04547334,4.66913,171.04,0,100,0,0,0,0,0,0,4.2875,4.11646,,324493,324736,4.2875,0.099103121,4.485706242,4.089293758,
148,10.04547334,4.83508,171.04,0,100,0,0,0,0,0,0,4.18375,4.01271,,324858,325101,4.18375,0.229529799,4.642809598,3.724690402,
149,10.00413394,4.62917,171.04,0,100,0,0,0,0,0,0,4.30375,4.13271,,325223,325465,4.30375,0.203114148,4.709978296,3.897521704,
150,10.00413394,4.75408,171.04,0,100,0,0,0,0,0,0,4.17125,4.00021,,325588,325830,4.17125,0.272629393,4.716508785,3.625991215,
151,10.00413394,5.01801,169.48,0,100,0,0,0,0,0,0,4.21125,4.04177,,325953,326195,4.21125,0.196791224,4.604832447,3.817667553,
152,10.04547334,4.75311,169.48,0,100,0,0,0,0,0,0,4.26625,4.09677,,326318,326561,4.26625,0.203465511,4.673181023,3.859318977,
153,10.00413394,4.66311,169.48,0,100,0,0,0,0,0,0,4.31,4.14052,,326684,326926,4.31,0.199141012,4.708282025,3.911717975,
154,10.00413394,4.72147,169.48,0,100,0,0,0,0,0,0,4.24875,4.07927,,327049,327291,4.24875,0.152637526,4.554025052,3.943474948,
155,10.08681273,4.75281,169.48,0,100,0,0,0,0,0,0,4.2725,4.10302,,327413,327657,4.2725,0.257001946,4.786503891,3.758496109,
156,9.962794543,4.7402,169.48,0,100,0,0,0,0,0,0,4.2025,4.03302,,327780,328021,4.2025,0.198692152,4.599884305,3.805115695,
157,10.08681273,4.78416,169.48,0,100,0,0,0,0,0,0,4.2225,4.05302,,328144,328388,4.2225,0.205756444,4.634012888,3.810987112,
158,10.00413394,4.94431,169.48,0,100,0,0,0,0,0,0,4.2775,4.10802,,328511,328753,4.2775,0.124412907,4.526325814,4.028674186,
159,9.962794543,4.76838,169.48,0,100,0,0,0,0,0,0,4.30375,4.13427,,328877,329118,4.30375,0.112622949,4.528995897,4.078504103,
160,9.962794543,4.74113,169.48,0,100,0,0,0,0,0,0,4.26875,4.09927,,329242,329483,4.26875,0.20863074,4.68601148,3.85148852,
161,10.00413394,4.6834,169.33,0,100,0,0,0,0,0,0,4.15,3.98067,,329606,329848,4.15,0.267261242,4.684522484,3.615477516,
162,10.00413394,4.80853,169.33,0,100,0,0,0,0,0,0,4.27125,4.10192,,329974,330216,4.27125,0.202233069,4.675716138,3.866783862,
