index,视频长度,码率(Mbps),端到端时延,丢包率,时延(ms),卡顿次数,卡顿总时长,每次卡顿时长,卡顿开始位置,卡顿间隔,卡顿频率,MOS得分,最终MOS值,,start,last,Row Mean,Row StdDev,Threshold Upper,Threshold Lower,Filtered Mean
215,10.00413394,2.16748,365.19,0.05,100,0,0,0,0,0,0,2.87625,2.51106,,350337,350579,2.87625,0.22601754,3.328285081,2.424214919,
216,10.00413394,2.15979,365.19,0.05,100,0,0,0,0,0,0,3.040375,2.675185,,350703,350945,3.040375,0.185967691,3.412310382,2.668439618,
217,9.921455147,1.98112,365.19,0.05,100,0,0,0,0,0,0,3.035,2.66981,,351070,351310,3.035,0.250884151,3.536768302,2.533231698,
218,10.08681273,2.2356,365.19,0.05,100,1,0.08,0.08,0.17,0,,2.95,2.58481,,351432,351676,2.95,0.333809184,3.617618368,2.282381632,
219,9.962794543,2.08358,365.19,0.05,100,0,0,0,0,0,0,2.602857143,2.237667143,,351800,352041,2.715,0.381088666,3.477177332,1.952822668,
220,9.962794543,2.0461,365.19,0.05,100,1,0.08,0.08,0.37,0,,2.72625,2.36106,,352166,352407,2.72625,0.226963653,3.180177307,2.272322693,
221,9.921455147,2.12056,371.55,0.05,100,0,0,0,0,0,0,2.5875,2.21595,,352532,352772,2.5875,0.195940953,2.979381906,2.195618094,
222,10.00413394,2.13161,371.55,0.05,100,0,0,0,0,0,0,2.805,2.43345,,352896,353138,2.805,0.305520633,3.416041266,2.193958734,
223,10.04547334,2.04357,371.55,0.05,100,1,0.08,0.08,9.47,0,,2.9875,2.61595,,353262,353505,2.9875,0.274837614,3.537175229,2.437824771,
224,10.00413394,2.2289,371.55,0.05,100,3,0.37,"0.08,0.08,0.21","5.50,6.33,7.48","0.75,1.07",,3.115,2.74345,,353627,353869,3.115,0.36812265,3.851245301,2.378754699,
225,9.962794543,2.10729,371.55,0.05,100,0,0,0,0,0,0,2.92875,2.5572,,353993,354234,2.92875,0.250795164,3.430340328,2.427159672,
226,10.00413394,2.0062,371.55,0.05,100,0,0,0,0,0,0,2.85625,2.4847,,354356,354598,2.85625,0.249910698,3.356071397,2.356428603,
227,9.962794543,2.27385,371.55,0.05,100,1,0.12,0.12,8.02,0,,2.83625,2.4647,,354723,354964,2.83625,0.296066474,3.428382948,2.244117052,
228,10.04547334,1.95624,371.55,0.05,100,2,0.21,"0.08,0.12","2.15,9.26",7.03,,2.85125,2.4797,,355087,355330,2.85125,0.20808223,3.267414459,2.435085541,
229,10.00413394,2.07836,371.55,0.05,100,2,0.17,"0.08,0.08","5.21,9.67",4.38,,2.831428571,2.459878571,,355454,355696,2.9275,0.322124643,3.571749286,2.283250714,
230,10.04547334,2.2286,371.55,0.05,100,0,0,0,0,0,0,2.85125,2.4797,,355817,356060,2.85125,0.2886143,3.4284786,2.2740214,
231,1.942951633,2.03733,313.47,0.05,100,0,0,0,0,0,0,0,-0.31347,,356184,356231,0,0,0,0,
232,9.962794543,2.03064,313.47,0.05,100,1,0.08,0.08,4.18,0,,2.82875,2.51528,,356355,356596,2.82875,0.268936397,3.366622794,2.290877206,
233,10.00413394,2.12443,313.47,0.05,100,0,0,0,0,0,0,2.865,2.55153,,356723,356965,2.865,0.305333541,3.475667083,2.254332917,
234,9.962794543,2.15122,313.47,0.05,100,0,0,0,0,0,0,2.80125,2.48778,,357090,357331,2.80125,0.31352546,3.428300921,2.174199079,
235,10.00413394,2.13112,313.47,0.05,100,0,0,0,0,0,0,2.89375,2.58028,,357453,357695,2.89375,0.372671341,3.639092682,2.148407318,
236,10.00413394,2.0615,313.47,0.05,100,1,0.12,0.12,4.55,0,,3.0625,2.74903,,357817,358059,3.0625,0.213390989,3.489281978,2.635718022,
237,10.08681273,2.16332,313.47,0.05,100,0,0,0,0,0,0,3.0375,2.72403,,358183,358427,3.0375,0.282526863,3.602553727,2.472446273,
238,10.00413394,1.98996,313.47,0.05,100,0,0,0,0,0,0,2.93125,2.61778,,358549,358791,2.93125,0.284024018,3.499298036,2.363201964,
239,10.04547334,2.17669,313.47,0.05,100,0,0,0,0,0,0,2.867142857,2.553672857,,358914,359157,2.97125,0.326952924,3.625155847,2.317344153,
240,10.00413394,2.10581,313.47,0.05,100,1,0.08,0.08,3.72,0,,0,-0.31347,,359280,359522,0,0,0,0,
241,9.962794543,2.00063,336.94,0.05,100,0,0,0,0,0,0,2.98625,2.64931,,359645,359886,2.98625,0.258176988,3.502603976,2.469896024,
242,9.962794543,2.08702,336.94,0.05,100,0,0,0,0,0,0,3.0775,2.74056,,360012,360253,3.0775,0.23187127,3.541242539,2.613757461,
243,10.00413394,2.19867,336.94,0.05,100,2,0.24,"0.12,0.12","7.19,8.02",0.71,,2.875,2.53806,,360375,360617,2.875,0.249284691,3.373569382,2.376430618,
244,9.921455147,2.01016,336.94,0.05,100,0,0,0,0,0,0,3.0375,2.70056,,360743,360983,3.0375,0.292464894,3.622429788,2.452570212,
245,9.962794543,2.07918,336.94,0.05,100,0,0,0,0,0,0,3.085714286,2.748774286,,361107,361348,3,0.282842712,3.565685425,2.434314575,
246,10.00413394,2.15613,336.94,0.05,100,0,0,0,0,0,0,2.965,2.62806,,361470,361712,2.965,0.273756931,3.512513862,2.417486138,
247,9.962794543,2.10205,336.94,0.05,100,1,0.08,0.08,3.72,0,,2.835,2.49806,,361841,362082,2.835,0.242781501,3.320563002,2.349436998,
248,10.00413394,2.01945,336.94,0.05,100,1,0.12,0.12,0.08,0,,2.8825,2.54556,,362203,362445,2.8825,0.338304596,3.559109193,2.205890807,
249,10.00413394,2.10006,336.94,0.05,100,0,0,0,0,0,0,3.0275,2.69056,,362568,362810,3.0275,0.370009652,3.767519305,2.287480695,
250,10.04547334,2.13042,336.94,0.05,100,1,0.17,0.17,3.6,0,,2.7275,2.39056,,362933,363176,2.7275,0.341080217,3.409660434,2.045339566,
251,10.04547334,2.09977,355.53,0.05,100,0,0,0,0,0,0,2.93125,2.57572,,363298,363541,2.93125,0.23442559,3.40010118,2.46239882,
252,10.00413394,2.08054,355.53,0.05,100,0,0,0,0,0,0,2.8625,2.50697,,363665,363907,2.8625,0.41726148,3.69702296,2.02797704,
253,10.08681273,2.11146,355.53,0.05,100,1,0.08,0.08,5.66,0,,2.85625,2.50072,,364029,364273,2.85625,0.306404844,3.469059688,2.243440312,
254,9.921455147,2.14213,355.53,0.05,100,1,0.08,0.08,6.99,0,,2.79,2.43447,,364397,364637,2.79,0.316588963,3.423177926,2.156822074,
255,2.976436544,2.06725,355.53,0.05,100,0,0,0,0,0,0,0,-0.35553,,364762,364834,0,0,0,0,
256,10.00413394,2.0759,355.53,0.05,100,0,0,0,0,0,0,2.98875,2.63322,,364957,365199,2.98875,0.335748099,3.660246197,2.317253803,
257,10.04547334,2.1509,355.53,0.05,100,2,0.2,"0.12,0.08","0.33,8.52",8.07,,2.8775,2.52197,,365322,365565,2.8775,0.392855844,3.663211688,2.091788312,
258,10.04547334,2.10387,355.53,0.05,100,0,0,0,0,0,0,2.94,2.58447,,365688,365931,2.94,0.153808787,3.247617573,2.632382427,
259,9.88011575,2.06961,355.53,0.05,100,0,0,0,0,0,0,2.90625,2.55072,,366057,366296,2.90625,0.211182893,3.328615786,2.483884214,
260,10.00413394,2.05787,355.53,0.05,100,0,0,0,0,0,0,2.802857143,2.447327143,,366418,366660,2.7025,0.348947397,3.400394794,2.004605206,
261,9.962794543,2.11823,364.08,0.05,100,0,0,0,0,0,0,2.89375,2.52967,,366785,367026,2.89375,0.318968762,3.531687525,2.255812475,
262,9.962794543,2.13588,364.08,0.05,100,0,0,0,0,0,0,2.8775,2.51342,,367151,367392,2.8775,0.263045352,3.403590704,2.351409296,
263,9.962794543,2.08875,364.08,0.05,100,1,0.12,0.12,0.12,0,,2.76375,2.39967,,367517,367758,2.76375,0.234090184,3.231930368,2.295569632,
264,9.921455147,2.089,364.08,0.05,100,0,0,0,0,0,0,2.80125,2.43717,,367883,368123,2.80125,0.268883273,3.339016545,2.263483455,
265,9.921455147,2.11294,364.08,0.05,100,0,0,0,0,0,0,2.88125,2.51717,,368246,368486,2.88125,0.309305097,3.499860193,2.262639807,
266,9.962794543,2.01826,364.08,0.05,100,1,0.08,0.08,3.8,0,,2.7875,2.42342,,368612,368853,2.7875,0.304431555,3.396363109,2.178636891,
267,10.00413394,2.13573,364.08,0.05,100,0,0,0,0,0,0,2.86125,2.49717,,368977,369219,2.86125,0.271000132,3.403250264,2.319249736,
268,9.962794543,2.1589,364.08,0.05,100,0,0,0,0,0,0,2.965,2.60092,,369343,369584,2.965,0.308127988,3.581255976,2.348744024,
269,9.962794543,2.00089,364.08,0.05,100,0,0,0,0,0,0,2.97625,2.61217,,369709,369950,2.97625,0.266615695,3.509481389,2.443018611,
270,9.962794543,2.15776,364.08,0.05,100,0,0,0,0,0,0,2.74125,2.37717,,370074,370315,2.74125,0.281650112,3.304550224,2.177949776,
271,10.00413394,2.11721,362.13,0.05,100,0,0,0,0,0,0,2.87375,2.51162,,370438,370680,2.87375,0.146671401,3.167092803,2.580407197,
272,10.04547334,1.99723,362.13,0.05,100,2,0.16,"0.08,0.08","8.76,9.51",0.67,,2.84875,2.48662,,370802,371045,2.84875,0.212161495,3.27307299,2.42442701,
273,10.04547334,2.17436,362.13,0.05,100,1,0.17,0.17,5.79,0,,2.71875,2.35662,,371171,371414,2.71875,0.213704569,3.146159138,2.291340862,
274,9.962794543,2.11055,362.13,0.05,100,0,0,0,0,0,0,2.9525,2.59037,,371537,371778,2.9525,0.330875462,3.614250924,2.290749076,
275,10.08681273,1.98192,362.13,0.05,100,1,0.17,0.17,3.31,0,,2.83625,2.47412,,371899,372143,2.83625,0.270868313,3.377986626,2.294513374,
276,10.00413394,2.18018,362.13,0.05,100,0,0,0,0,0,0,2.9,2.53787,,372265,372507,2.9,0.239045722,3.378091444,2.421908556,
277,10.00413394,2.08204,362.13,0.05,100,0,0,0,0,0,0,2.95125,2.58912,,372630,372872,2.95125,0.316924394,3.585098788,2.317401212,
278,10.04547334,2.0316,362.13,0.05,100,0,0,0,0,0,0,2.83875,2.47662,,372995,373238,2.83875,0.330818789,3.500387579,2.177112421,
279,9.962794543,2.18768,362.13,0.05,100,0,0,0,0,0,0,2.78875,2.42662,,373363,373604,2.78875,0.300734221,3.390218441,2.187281559,
280,10.08681273,2.09334,362.13,0.05,100,1,0.17,0.17,5.29,0,,2.8525,2.49037,,373725,373969,2.8525,0.223718573,3.299937146,2.405062854,
281,9.921455147,2.1296,338.94,0.05,100,0,0,0,0,0,0,2.865,2.52606,,374095,374335,2.865,0.331360831,3.527721661,2.202278339,
282,10.08681273,1.99519,338.94,0.05,100,0,0,0,0,0,0,2.89125,2.55231,,374456,374700,2.89125,0.434624222,3.760498444,2.022001556,
283,10.00413394,2.15942,338.94,0.05,100,1,0.08,0.08,5.37,0,,2.95875,2.61981,,374822,375064,2.95875,0.270261117,3.499272234,2.418227766,
284,10.00413394,2.14831,338.94,0.05,100,0,0,0,0,0,0,2.965,2.62606,,375189,375431,2.965,0.316363263,3.597726526,2.332273474,
285,10.00413394,1.97662,338.94,0.05,100,1,0.08,0.08,8.02,0,,2.91875,2.57981,,375553,375795,2.91875,0.199888362,3.318526723,2.518973277,
286,10.00413394,2.21165,338.94,0.05,100,1,0.08,0.08,6.53,0,,2.84,2.50106,,375919,376161,2.84,0.179523178,3.199046356,2.480953644,
287,9.921455147,2.03817,338.94,0.05,100,0,0,0,0,0,0,2.9775,2.63856,,376286,376526,2.9775,0.302454247,3.582408494,2.372591506,
288,9.962794543,2.03911,338.94,0.05,100,0,0,0,0,0,0,2.9625,2.62356,,376650,376891,2.9625,0.244584195,3.451668391,2.473331609,
289,9.962794543,2.22685,338.94,0.05,100,2,0.24,"0.12,0.12","4.34,4.75",0.29,,2.854285714,2.515345714,,377015,377256,2.9475,0.318557014,3.584614029,2.310385971,
290,10.04547334,2.04261,338.94,0.05,100,0,0,0,0,0,0,2.865,2.52606,,377378,377621,2.865,0.259835113,3.384670225,2.345329775,
291,9.921455147,2.02757,359.12,0.05,100,0,0,0,0,0,0,2.9725,2.61338,,377748,377988,2.9725,0.240935676,3.454371352,2.490628648,
292,10.04547334,2.12959,359.12,0.05,100,0,0,0,0,0,0,3.0275,2.66838,,378112,378355,3.0275,0.244467351,3.516434702,2.538565298,
293,10.00413394,2.14029,359.12,0.05,100,0,0,0,0,0,0,2.90375,2.54463,,378477,378719,2.90375,0.306777607,3.517305213,2.290194787,
294,10.00413394,1.97678,359.12,0.05,100,0,0,0,0,0,0,2.845,2.48588,,378842,379084,2.845,0.224690263,3.294380526,2.395619474,
295,10.12815213,2.21419,359.12,0.05,100,0,0,0,0,0,0,2.78,2.42088,,379206,379451,2.78,0.264683099,3.309366198,2.250633802,
296,9.962794543,2.08258,359.12,0.05,100,0,0,0,0,0,0,2.9775,2.61838,,379574,379815,2.9775,0.297693514,3.572887029,2.382112971,
297,10.04547334,2.06825,359.12,0.05,100,0,0,0,0,0,0,2.9525,2.59338,,379937,380180,2.9525,0.25921585,3.470931701,2.434068299,
298,9.962794543,2.12433,359.12,0.05,100,2,0.16,"0.08,0.08","3.76,7.61",3.77,,2.83125,2.47213,,380306,380547,2.83125,0.194454365,3.22015873,2.44234127,
299,10.00413394,2.17513,359.12,0.05,100,0,0,0,0,0,0,2.96625,2.60713,,380669,380911,2.96625,0.166384881,3.299019762,2.633480238,
300,10.04547334,1.96075,359.12,0.05,100,0,0,0,0,0,0,2.92875,2.56963,,381036,381279,2.92875,0.217875292,3.364500584,2.492999416,
301,9.962794543,2.16683,359.12,0.05,100,0,0,0,0,0,0,3.07,2.71088,,381400,381641,3.07,0.311310594,3.692621187,2.447378813,
302,9.962794543,2.19549,359.12,0.05,100,0,0,0,0,0,0,2.908125,2.549005,,381768,382009,2.908125,0.304653638,3.517432276,2.298817724,
