index,视频长度,码率(Mbps),端到端时延,丢包率,时延(ms),卡顿次数,卡顿总时长,每次卡顿时长,卡顿开始位置,卡顿间隔,卡顿频率,MOS得分,最终MOS值,,start,last,Row Mean,Row StdDev,Threshold Upper,Threshold Lower,Filtered Mean
145,10.04547334,4.98166,181.16,0.05,50,0,0,0,0,0,0,4.44375,4.12672,,209033,209276,4.44375,0.180153704,4.804057408,4.083442592,
146,10.00413394,5.01426,181.16,0.05,50,0,0,0,0,0,0,4.27375,3.95672,,209398,209640,4.27375,0.191455888,4.656661776,3.890838224,
147,10.00413394,5.13931,181.16,0.05,50,0,0,0,0,0,0,4.315,3.99797,,209766,210008,4.315,0.180712874,4.676425748,3.953574252,
148,10.00413394,4.93729,181.16,0.05,50,0,0,0,0,0,0,4.26,3.94297,,210131,210373,4.26,0.271924359,4.803848718,3.716151282,
149,10.04547334,5.09656,181.16,0.05,50,0,0,0,0,0,0,4.42,4.10297,,210495,210738,4.42,0.175010204,4.770020408,4.069979592,
150,10.00413394,4.94249,181.16,0.05,50,0,0,0,0,0,0,4.26875,3.95172,,210862,211104,4.26875,0.20863074,4.68601148,3.85148852,
151,10.00413394,5.00853,186.07,0.05,50,0,0,0,0,0,0,4.34125,4.0156275,,211226,211468,4.34125,0.187192605,4.71563521,3.96686479,
152,10.00413394,5.15566,186.07,0.05,50,0,0,0,0,0,0,4.3725,4.0468775,,211590,211832,4.3725,0.120919099,4.614338199,4.130661801,
153,10.00413394,4.937,186.07,0.05,50,0,0,0,0,0,0,4.35,4.0243775,,211959,212201,4.35,0.18516402,4.72032804,3.97967196,
154,10.00413394,5.09964,186.07,0.05,50,0,0,0,0,0,0,4.315,3.9893775,,212323,212565,4.315,0.220583641,4.756167283,3.873832717,
155,10.12815213,5.07101,186.07,0.05,50,0,0,0,0,0,0,4.2725,3.9468775,,212688,212933,4.2725,0.266819896,4.806139793,3.738860207,
156,9.962794543,4.97888,186.07,0.05,50,1,0.08,0.08,4.09,0,,4.371428571,4.045806071,,213056,213297,4.275,0.319597962,4.914195923,3.635804077,
157,10.00413394,5.0287,186.07,0.05,50,0,0,0,0,0,0,4.2825,3.9568775,,213419,213661,4.2825,0.293050459,4.868600918,3.696399082,
158,10.00413394,5.06361,186.07,0.05,50,0,0,0,0,0,0,4.275,3.9493775,,213784,214026,4.275,0.254950976,4.784901951,3.765098049,
159,10.08681273,5.03046,186.07,0.05,50,0,0,0,0,0,0,4.28875,3.9631275,,214149,214393,4.28875,0.22331512,4.73538024,3.84211976,
160,10.00413394,4.99079,186.07,0.05,50,0,0,0,0,0,0,4.26,3.9343775,,214515,214757,4.26,0.271924359,4.803848718,3.716151282,
161,9.962794543,5.07233,178.33,0.05,50,0,0,0,0,0,0,4.29375,3.9816725,,214883,215124,4.29375,0.161328193,4.616406385,3.971093615,
162,10.00413394,4.99128,178.33,0.05,50,0,0,0,0,0,0,4.30875,3.9966725,,215245,215487,4.30875,0.18372631,4.676202621,3.941297379,
163,10.00413394,5.16989,178.33,0.05,50,0,0,0,0,0,0,4.35,4.0379225,,215609,215851,4.35,0.169030851,4.688061702,4.011938298,
164,10.00413394,4.92112,178.33,0.05,50,0,0,0,0,0,0,4.28125,3.9691725,,215976,216218,4.28125,0.238952326,4.759154653,3.803345347,
165,10.00413394,5.0422,178.33,0.05,50,0,0,0,0,0,0,4.3,3.9879225,,216340,216582,4.3,0.2,4.7,3.9,
166,10.08681273,5.03461,178.33,0.05,50,0,0,0,0,0,0,4.39125,4.0791725,,216703,216947,4.39125,0.140553752,4.672357504,4.110142496,
167,10.00413394,4.9938,178.33,0.05,50,0,0,0,0,0,0,4.4025,4.0904225,,217069,217311,4.4025,0.149451378,4.701402755,4.103597245,
168,10.00413394,5.08147,178.33,0.05,50,0,0,0,0,0,0,4.3025,3.9904225,,217435,217677,4.3025,0.191367261,4.685234522,3.919765478,
169,10.00413394,4.98121,178.33,0.05,50,0,0,0,0,0,0,4.32875,4.0166725,,217800,218042,4.32875,0.221129406,4.771008812,3.886491188,
170,10.00413394,5.11958,178.33,0.05,50,0,0,0,0,0,0,4.30625,3.9941725,,218166,218408,4.30625,0.152215777,4.610681555,4.001818445,
171,10.00413394,4.9513,202.49,0.05,50,0,0,0,0,0,0,4.2375,3.8831425,,218530,218772,4.2375,0.255999442,4.749498884,3.725501116,
172,10.00413394,4.9717,202.49,0.05,50,0,0,0,0,0,0,4.314285714,3.959928214,,218897,219139,4.1775,0.433647322,5.044794644,3.310205356,
173,10.04547334,5.11057,202.49,0.05,50,0,0,0,0,0,0,4.31125,3.9568925,,219261,219504,4.31125,0.203219621,4.717689242,3.904810758,
174,10.04547334,5.06035,202.49,0.05,50,0,0,0,0,0,0,4.37875,4.0243925,,219626,219869,4.37875,0.192460571,4.763671142,3.993828858,
175,10.04547334,4.9469,202.49,0.05,50,0,0,0,0,0,0,4.4025,4.0481425,,219992,220235,4.4025,0.165766617,4.734033235,4.070966765,
176,10.00413394,5.10611,202.49,0.05,50,0,0,0,0,0,0,4.41625,4.0618925,,220359,220601,4.41625,0.129166283,4.674582565,4.157917435,
177,10.04547334,4.93427,202.49,0.05,50,0,0,0,0,0,0,4.257142857,3.902785357,,220723,220966,4.257142857,0.3047247,4.866592257,3.647693457,
178,10.00413394,4.97857,202.49,0.05,50,0,0,0,0,0,0,4.395,4.0406425,,221088,221330,4.395,0.13596218,4.666924359,4.123075641,
179,9.962794543,5.18606,202.49,0.05,50,0,0,0,0,0,0,0,0,,221455,221696,0,0,0,0,
180,9.962794543,5.02763,202.49,0.05,50,0,0,0,0,0,0,4.395,4.0406425,,221822,222063,4.395,0.13596218,4.666924359,4.123075641,
181,10.00413394,4.9375,170.84,0.05,50,0,0,0,0,0,0,4.05,3.75103,,222185,222427,4.05,0.366450153,4.782900305,3.317099695,
182,10.00413394,5.09759,170.84,0.05,50,0,0,0,0,0,0,4.2725,3.97353,,222551,222793,4.2725,0.148492424,4.569484848,3.975515152,
183,10.08681273,4.92495,170.84,0.05,50,0,0,0,0,0,0,4.17125,3.87228,,222915,223159,4.17125,0.294785031,4.760820061,3.581679939,
184,9.921455147,5.20352,170.84,0.05,50,0,0,0,0,0,0,4.29125,3.99228,,223283,223523,4.29125,0.26302838,4.81730676,3.76519324,
185,10.00413394,4.89575,170.84,0.05,50,0,0,0,0,0,0,4.30875,4.00978,,223648,223890,4.30875,0.229996118,4.768742236,3.848757764,
186,10.04547334,5.0137,170.84,0.05,50,0,0,0,0,0,0,4.29375,3.99478,,224012,224255,4.29375,0.20077973,4.69530946,3.89219054,
187,10.08681273,5.09837,170.84,0.05,50,1,0.08,0.08,3.31,0,,4.1475,3.84853,,224377,224621,4.1475,0.254768803,4.657037606,3.637962394,
188,10.00413394,4.99064,170.84,0.05,50,0,0,0,0,0,0,4.3575,4.05853,,224745,224987,4.3575,0.133710775,4.624921551,4.090078449,
189,10.04547334,4.99087,170.84,0.05,50,0,0,0,0,0,0,4.35625,4.05728,,225109,225352,4.35625,0.123743687,4.603737373,4.108762627,
190,10.00413394,5.02904,170.84,0.05,50,0,0,0,0,0,0,4.38375,4.08478,,225477,225719,4.38375,0.205213304,4.794176607,3.973323393,
191,9.962794543,5.11441,192.21,0.05,50,0,0,0,0,0,0,4.39375,4.0573825,,225841,226082,4.39375,0.204306318,4.802362635,3.985137365,
192,10.00413394,4.95352,192.21,0.05,50,0,0,0,0,0,0,4.345,4.0086325,,226207,226449,4.345,0.187235528,4.719471056,3.970528944,
193,10.00413394,5.08838,192.21,0.05,50,0,0,0,0,0,0,4.42875,4.0923825,,226571,226813,4.42875,0.142572037,4.713894074,4.143605926,
194,10.00413394,5.03304,192.21,0.05,50,0,0,0,0,0,0,4.40375,4.0673825,,226937,227179,4.40375,0.112622949,4.628995897,4.178504103,
195,10.04547334,5.10156,192.21,0.05,50,0,0,0,0,0,0,4.467142857,4.130775357,,227301,227544,4.40875,0.198669683,4.806089366,4.011410634,
196,10.08681273,4.99401,192.21,0.05,50,0,0,0,0,0,0,4.305,3.9686325,,227666,227910,4.305,0.127279221,4.559558441,4.050441559,
197,10.08681273,5.12703,192.21,0.05,50,0,0,0,0,0,0,4.35375,4.0173825,,228032,228276,4.35375,0.236579041,4.826908083,3.880591917,
198,9.921455147,5.00198,192.21,0.05,50,0,0,0,0,0,0,4.3025,3.9661325,,228400,228640,4.3025,0.271595813,4.845691626,3.759308374,
199,10.04547334,4.96659,192.21,0.05,50,0,0,0,0,0,0,4.2975,3.9611325,,228762,229005,4.2975,0.201547584,4.700595168,3.894404832,
200,10.00413394,5.06325,192.21,0.05,50,0,0,0,0,0,0,4.17875,3.8423825,,229130,229372,4.17875,0.320108798,4.818967597,3.538532403,
